media,spend_share,contribution_share,efficiency_ratio
clm_call,0.5750128678671312,0.505599556442667,0.8792838837245942
email_1to1,0.000869853786975469,0.0034377124766588195,3.9520124048522622
mass_email,0.018131661915614612,0.03782454231772334,2.0861033937609275
non_clm_call,0.38620628352371833,0.4021320951126346,1.0412365149299108
phone_call,0.0071399455493827415,0.016258570759689915,2.277124927072619
webinar,0.012639387357176905,0.03474752289061537,2.7491439590579074
