media,exposure,response
non_clm_call,2.5510204081632653,0.7119469917759056
non_clm_call,2.6530612244897958,0.7199229911330425
non_clm_call,2.7551020408163267,0.7274691909494869
non_clm_call,2.857142857142857,0.734619420413397
non_clm_call,2.9591836734693877,0.7414040492512644
non_clm_call,3.0612244897959187,0.7478504189212236
non_clm_call,3.163265306122449,0.753983210881358
non_clm_call,3.2653061224489797,0.759824762391873
non_clm_call,3.36734693877551,0.7653953383693584
non_clm_call,3.4693877551020407,0.7707133662666288
non_clm_call,3.5714285714285716,0.7757956397150657
non_clm_call,3.673469387755102,0.7806574956711375
non_clm_call,3.7755102040816326,0.7853129690036563
non_clm_call,3.8775510204081636,0.7897749278038023
non_clm_call,3.979591836734694,0.7940551921653595
non_clm_call,4.081632653061225,0.798164638744023
non_clm_call,4.183673469387755,0.8021132930432818
non_clm_call,4.285714285714286,0.8059104110754212
non_clm_call,4.387755102040816,0.8095645517978948
non_clm_call,4.4897959183673475,0.8130836415183117
non_clm_call,4.591836734693878,0.8164750312880804
non_clm_call,4.6938775510204085,0.8197455481593342
non_clm_call,4.795918367346939,0.8229015410572516
non_clm_call,4.8979591836734695,0.8259489219163517
non_clm_call,5.0,0.8288932026415757
phone_call,0.0,0.0
phone_call,0.10204081632653061,0.09172190546993073
phone_call,0.20408163265306123,0.1680316296858569
phone_call,0.30612244897959184,0.2325127005322394
phone_call,0.40816326530612246,0.28771760184447936
phone_call,0.5102040816326531,0.33551370281558396
phone_call,0.6122448979591837,0.3772986686982338
phone_call,0.7142857142857143,0.41413940574101243
phone_call,0.8163265306122449,0.44686443896140465
phone_call,0.9183673469387755,0.4761269675528433
phone_call,1.0204081632653061,0.5024489110193933
phone_call,1.1224489795918369,0.526252312012139
phone_call,1.2244897959183674,0.5478821366390211
phone_call,1.3265306122448979,0.567623101551944
phone_call,1.4285714285714286,0.5857122771060926
phone_call,1.5306122448979593,0.6023486539208307
phone_call,1.6326530612244898,0.6177004934645779
phone_call,1.7346938775510203,0.6319110392576657
phone_call,1.836734693877551,0.6451029999704935
phone_call,1.9387755102040818,0.6573821018558478
phone_call,2.0408163265306123,0.6688399283786467
phone_call,2.142857142857143,0.6795562085062498
phone_call,2.2448979591836737,0.6896006746333478
phone_call,2.3469387755102042,0.6990345817015267
phone_call,2.4489795918367347,0.707911957468105
phone_call,2.5510204081632653,0.7162806378445656
phone_call,2.6530612244897958,0.7241831292100737
phone_call,2.7551020408163267,0.7316573305209926
phone_call,2.857142857142857,0.7387371411098752
phone_call,2.9591836734693877,0.7454529747426133
phone_call,3.0612244897959187,0.7518321963786436
phone_call,3.163265306122449,0.757899494862702
phone_call,3.2653061224489797,0.76367720225104
phone_call,3.36734693877551,0.7691855684792565
phone_call,3.4693877551020407,0.7744429984922626
phone_call,3.5714285714285716,0.7794662576882806
phone_call,3.673469387755102,0.784270650508891
phone_call,3.7755102040816326,0.7888701761829691
phone_call,3.8775510204081636,0.7932776649630119
phone_call,3.979591836734694,0.7975048976462135
phone_call,4.081632653061225,0.8015627107249943
phone_call,4.183673469387755,0.8054610891431911
phone_call,4.285714285714286,0.8092092483295074
phone_call,4.387755102040816,0.8128157069270467
phone_call,4.4897959183673475,0.8162883514271735
phone_call,4.591836734693878,0.819634493739887
phone_call,4.6938775510204085,0.8228609225851857
phone_call,4.795918367346939,0.8259739494655474
